gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1,0,0,0,-0.707359492,1,0,1,0,0,2,2,2,2,0,1,2,1.216046794,993,Yes
1,1,1,0,0.432810693,1,2,1,0,2,0,2,2,0,0,1,2,0.981733417,3378,No
1,0,0,0,0.269929238,1,0,0,0,0,0,2,0,0,2,1,0,-0.497265913,1575,No
1,1,0,0,-0.463037309,1,0,0,0,0,2,0,2,0,0,1,0,-0.156597528,432,Yes
1,0,0,0,1.002895785,0,1,0,2,0,2,0,2,2,0,1,2,-0.36598395,2777,No
0,0,1,0,0.84001433,1,0,1,0,0,0,2,2,2,1,1,2,0.953482868,4117,No
1,0,1,1,-0.5851984,1,0,1,2,0,2,0,2,0,0,1,3,0.769023401,908,No
0,0,0,0,-1.277444584,1,2,0,0,0,0,0,0,2,0,1,2,-0.153273934,4912,Yes
0,0,1,0,1.043616148,1,2,0,2,0,0,2,0,0,1,1,0,-0.123361588,3013,No
0,1,0,0,1.572980877,1,2,1,0,0,2,0,2,2,2,0,0,1.305783832,5736,No
0,0,0,0,0.107047783,1,0,1,0,0,2,2,2,2,1,1,2,1.14625132,3060,No
1,0,0,0,-1.196003856,1,0,1,0,0,2,0,0,2,0,0,1,0.695904333,2217,No
1,0,0,0,0.229208874,1,2,1,2,2,0,0,2,2,1,1,2,1.332372584,3326,No
1,0,1,1,0.107047783,1,2,0,2,2,2,2,0,0,2,1,1,0.145849526,2137,No
1,0,0,0,-1.033122401,1,2,1,0,0,2,0,2,0,0,1,2,0.853775048,4864,Yes
0,0,0,0,0.595692147,1,0,0,0,0,2,2,2,2,2,0,3,0.322000008,3045,No
0,0,0,0,-0.748079855,1,0,0,0,2,0,0,0,0,0,0,2,-0.475662552,5848,No
0,1,1,0,-0.503757673,1,0,0,0,2,0,0,0,2,0,1,2,-0.158259325,473,No
1,0,1,0,1.369379058,1,2,0,2,2,0,2,2,2,2,0,2,0.68094816,4595,No
1,0,1,0,-0.707359492,1,0,2,1,1,1,1,1,1,0,1,1,-1.505976692,2948,No
0,0,0,0,0.392090329,1,0,2,1,1,1,1,1,1,2,1,0,-1.46276997,6189,No
0,0,1,0,-0.625918764,1,2,1,2,0,0,0,0,0,0,0,2,0.469899941,637,No
1,0,0,0,0.18848851,1,2,1,0,2,0,2,2,2,1,1,1,1.320740005,3242,No
0,0,0,0,-0.829520583,1,0,0,0,2,0,0,0,0,0,1,2,-0.510560289,4991,No
1,0,1,0,0.84001433,1,0,1,0,2,0,0,2,2,1,1,0,0.98007162,4108,Yes
0,0,0,0,1.125056876,1,2,2,1,1,1,1,1,1,2,0,3,-1.321517225,914,No
1,0,1,1,-0.5851984,0,1,0,0,0,0,0,0,0,0,0,1,-1.303237458,3953,No
1,0,0,0,-1.277444584,1,2,1,0,0,0,0,0,0,0,1,2,0.336956181,5724,Yes
0,0,0,0,-1.196003856,1,0,1,0,0,0,0,0,0,0,1,2,0.179085466,1542,No
0,0,0,1,-0.951681674,1,0,0,0,0,0,2,2,2,0,1,1,0.154158511,4713,No
0,0,0,0,-1.277444584,1,0,1,0,0,0,0,2,0,0,1,2,0.51476846,6017,Yes
1,0,1,0,0.962175421,1,2,1,2,2,2,0,0,0,1,1,2,0.943512086,4399,No
1,0,1,1,-0.625918764,1,0,1,0,0,0,0,0,0,0,1,2,0.140864135,284,Yes
0,0,1,1,-0.870240946,1,2,0,0,0,0,2,0,2,0,1,2,0.052788894,5729,Yes
1,0,0,0,-1.033122401,1,0,1,0,0,0,0,0,0,0,1,2,0.159143902,4365,No
0,0,1,1,1.491540149,1,0,2,1,1,1,1,1,1,2,0,0,-1.481049737,757,No
1,0,0,0,-0.544478037,1,2,1,0,0,0,0,0,2,0,1,0,0.705875115,961,Yes
0,0,1,1,-1.196003856,1,0,1,0,0,0,0,0,2,0,1,2,0.516430257,2160,Yes
1,0,1,1,0.880734693,1,0,2,1,1,1,1,1,1,2,0,1,-1.474402549,180,No
1,0,1,0,1.206497603,1,2,2,1,1,1,1,1,1,1,1,1,-1.36306215,829,No
1,0,0,0,-0.340876218,1,2,1,0,2,0,0,2,0,0,1,1,0.857098642,1922,Yes
0,0,1,1,1.206497603,1,2,0,0,0,0,0,2,2,0,1,1,0.189056248,3662,No
1,0,0,0,-0.625918764,1,2,0,2,0,0,0,0,2,0,0,0,0.03284733,215,No
1,0,0,0,-0.951681674,0,1,0,0,0,0,0,0,0,0,1,3,-1.334811601,1495,No
1,0,1,1,1.287938331,1,0,0,2,0,2,2,2,0,2,0,3,0.14917312,3773,No
0,0,0,0,-1.23672422,1,2,1,0,0,0,0,0,0,0,1,2,0.370192121,794,Yes
1,0,1,1,-1.277444584,1,0,0,0,0,0,0,0,0,0,1,3,-0.628547876,3825,Yes
0,0,1,0,-0.666639128,0,1,0,0,0,0,2,2,2,0,1,2,-0.492280522,6061,Yes
0,0,1,0,1.61370124,1,2,2,1,1,1,1,1,1,2,0,0,-1.333149804,1383,No
1,0,0,0,-0.096554036,1,2,1,2,2,2,0,0,0,1,0,0,0.852113251,2442,No
0,0,1,0,0.677132875,1,2,1,2,0,0,0,2,2,0,1,3,1.199428824,4088,No
1,0,1,0,1.16577724,1,2,0,2,0,2,2,0,2,2,0,1,0.351912354,3997,No
1,0,1,1,0.595692147,1,2,1,0,2,0,0,2,0,0,0,2,0.745758243,3435,No
1,0,0,0,-0.503757673,1,0,0,2,0,2,0,0,2,0,0,1,-0.012021189,727,No
1,0,1,1,0.066327419,1,0,1,0,0,0,0,2,0,0,0,2,0.449958377,2219,Yes
0,0,1,1,1.532260513,1,2,2,1,1,1,1,1,1,2,0,0,-1.331488007,1180,No
1,0,0,1,0.880734693,1,0,1,2,2,0,2,2,2,1,1,2,1.365608524,4802,No
1,1,1,0,1.16577724,1,2,1,0,2,2,2,2,0,1,1,3,1.114677177,4957,No
1,0,0,0,-1.196003856,1,2,1,0,0,0,0,0,0,0,1,2,0.405089858,1918,Yes
1,0,0,0,-0.788800219,1,0,2,1,1,1,1,1,1,1,0,3,-1.505976692,2348,No
0,1,0,0,-0.666639128,1,2,1,0,0,0,0,2,2,0,1,2,1.043219906,952,Yes
0,0,1,1,-1.196003856,1,0,0,0,2,0,0,2,0,0,1,1,-0.201466047,1171,No
1,0,0,0,-0.300155854,1,0,2,1,1,1,1,1,1,0,1,3,-1.482711534,4470,No
1,0,0,0,-0.096554036,1,2,0,2,0,0,0,0,2,0,1,3,-0.008697595,1464,No
0,0,1,0,-0.463037309,0,1,0,2,0,0,0,0,0,0,0,2,-1.205191435,5081,No
1,0,0,0,-1.277444584,1,0,0,0,0,0,0,0,0,0,0,2,-0.646827643,3816,Yes
0,0,0,0,-0.707359492,1,0,2,1,1,1,1,1,1,0,0,0,-1.507638489,2494,Yes
1,1,1,0,-0.381596582,1,0,1,0,0,0,0,2,2,0,1,2,0.853775048,1745,No
0,0,1,1,0.51425142,1,2,1,2,2,0,0,2,2,0,1,2,1.342343366,4001,No
0,0,1,1,-0.340876218,1,2,1,0,2,2,0,0,0,1,0,0,0.611152686,1667,No
0,0,0,0,-0.870240946,1,2,1,0,0,0,2,2,0,0,0,2,0.843804266,6506,Yes
1,0,0,0,-1.277444584,1,0,0,0,0,0,0,0,0,0,0,3,-0.655136628,3811,Yes
0,0,1,0,0.962175421,1,2,1,0,0,2,2,2,2,2,0,0,1.277533283,4744,No
0,0,0,0,-1.277444584,1,0,1,0,2,0,0,0,0,0,0,2,0.366868527,5777,Yes
1,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,2,-1.505976692,1483,No
0,0,0,0,-1.033122401,1,0,1,0,0,0,0,0,2,0,1,2,0.483194317,4382,Yes
0,1,1,0,0.921455057,1,0,1,0,0,2,2,2,0,2,0,1,0.798935747,4060,No
0,0,0,0,-1.23672422,0,1,0,0,0,0,2,0,0,0,1,2,-1.125425179,4841,Yes
0,0,1,1,1.61370124,1,2,0,2,0,2,2,2,2,2,1,1,0.702551521,4993,No
0,1,0,0,0.51425142,0,1,0,0,0,0,0,0,2,1,0,2,-1.015746577,1051,No
0,0,0,0,0.595692147,1,0,2,1,1,1,1,1,1,2,0,3,-1.482711534,89,No
0,1,0,0,0.554971784,1,0,1,0,2,0,0,2,2,1,0,1,1.01330756,3762,Yes
1,0,0,0,-1.23672422,1,0,0,0,2,0,0,0,0,0,1,3,-0.480647943,6371,No
0,0,1,0,-1.23672422,1,0,1,2,0,0,2,0,0,0,1,2,0.511444866,1543,No
0,0,1,0,-0.829520583,1,0,0,0,2,0,0,0,0,0,1,2,-0.4490738,4995,No
0,1,1,0,1.450819786,1,2,1,0,2,0,0,0,2,0,1,0,0.825524499,5000,Yes
1,0,1,1,1.491540149,1,0,1,0,0,0,2,2,2,2,1,1,1.011645763,5300,No
1,1,0,1,0.962175421,1,0,1,2,0,0,0,2,2,1,0,1,0.998351387,4403,No
0,1,0,0,-1.155283493,1,2,1,2,0,0,0,0,0,0,1,2,0.51476846,2635,No
1,0,1,0,1.287938331,1,2,0,0,2,2,2,2,0,2,1,0,0.376839309,4069,No
1,0,1,0,1.084336512,1,2,1,2,2,2,0,2,2,1,1,2,1.508523066,5184,Yes
1,0,1,1,1.206497603,1,2,1,2,2,2,2,2,2,2,0,0,1.687997142,5604,No
1,0,1,1,1.247217967,1,2,2,1,1,1,1,1,1,2,0,1,-1.333149804,1027,No
0,0,0,0,0.84001433,0,1,0,2,2,2,2,2,0,1,1,2,-0.370969341,2486,No
1,0,1,1,-1.114563129,1,0,2,1,1,1,1,1,1,0,0,3,-1.505976692,6240,No
1,1,1,0,0.677132875,1,2,1,2,2,2,0,0,0,0,1,2,0.778994183,3555,No
0,0,1,1,1.206497603,1,2,1,2,0,0,0,2,2,2,1,0,1.209399606,5285,No
0,0,1,0,0.921455057,1,0,0,2,2,0,2,0,0,2,0,3,-0.264614333,2707,No
0,1,1,0,1.572980877,1,0,1,2,2,2,2,2,0,2,1,2,1.151236711,5608,No
0,0,1,1,1.61370124,1,0,2,1,1,1,1,1,1,2,1,1,-1.484373331,591,No
1,0,1,1,0.147768147,0,1,0,2,0,2,2,2,2,1,0,1,-0.134994167,1868,No
1,0,1,0,-0.300155854,1,0,2,1,1,1,1,1,1,1,1,0,-1.456122782,4194,No
0,1,1,0,1.61370124,1,2,1,2,2,2,2,2,2,2,1,0,1.664731984,6145,No
0,0,0,0,0.147768147,1,0,2,1,1,1,1,1,1,1,1,0,-1.51262388,5372,No
1,0,0,0,-1.277444584,1,0,0,0,0,0,0,2,2,0,1,3,-0.065198693,5042,No
0,0,1,0,1.61370124,1,2,1,2,0,2,0,2,2,2,1,2,1.353975945,5795,No
1,0,1,1,1.084336512,1,0,2,1,1,1,1,1,1,2,0,3,-1.492682316,349,No
1,1,1,0,-1.033122401,1,0,1,0,0,0,0,2,2,0,1,2,0.822200905,5353,Yes
0,0,0,0,-1.277444584,1,0,0,0,0,2,2,2,2,1,0,1,0.310367429,5714,No
0,0,1,1,-0.096554036,1,2,1,0,2,2,2,2,2,0,1,2,1.420447825,2822,No
1,0,0,0,1.287938331,1,0,2,1,1,1,1,1,1,2,0,3,-1.502653098,440,No
1,0,0,0,1.247217967,1,2,0,2,2,2,2,0,0,1,0,0,0.134216947,3504,No
1,1,1,0,1.61370124,1,2,0,2,2,2,0,2,2,2,0,1,0.654359408,4840,No
1,0,1,0,-0.992402038,1,0,1,2,0,0,0,0,0,0,0,2,0.340279775,5109,Yes
0,0,0,0,1.206497603,1,2,0,0,2,2,2,2,2,2,0,0,0.656021205,4349,No
1,0,1,1,1.410099422,1,2,1,0,2,2,2,2,2,2,1,0,1.543420803,5787,No
1,0,0,0,-1.073842765,1,0,0,0,0,0,0,0,0,0,0,2,-0.66510741,2352,Yes
0,0,1,1,1.532260513,1,2,0,2,0,0,2,2,2,2,1,0,0.526401039,4537,No
0,1,0,0,-0.503757673,1,0,1,0,0,0,0,2,0,0,0,0,0.529724633,1077,No
0,0,0,0,-1.114563129,1,2,1,0,0,0,0,0,0,0,0,2,0.360221339,3439,No
0,0,1,1,-0.340876218,0,1,0,2,2,2,0,2,2,1,0,2,-0.238025581,662,No
0,0,1,0,-0.870240946,1,0,0,0,0,0,0,0,0,0,1,2,-0.688372568,4080,Yes
1,0,1,0,1.61370124,1,2,1,0,2,2,2,2,2,2,1,1,1.523479239,5997,No
0,0,1,1,1.369379058,1,0,0,2,2,0,2,0,0,2,1,1,-0.218084017,3269,No
0,0,1,1,0.51425142,1,0,0,2,0,2,2,2,2,2,1,3,0.539695415,3063,No
0,0,1,1,1.491540149,1,0,2,1,1,1,1,1,1,2,0,0,-1.497667707,723,No
1,1,1,0,-0.707359492,1,2,1,0,0,0,0,0,2,0,1,0,0.692580739,627,Yes
0,0,0,0,-0.177994763,1,0,0,0,0,2,0,2,0,0,1,0,-0.173215498,1122,No
0,0,0,0,1.532260513,1,2,1,2,2,2,2,2,2,1,0,1,1.687997142,6075,Yes
0,0,0,0,0.147768147,1,0,0,2,2,2,2,0,2,1,1,3,0.358559542,2332,No
1,1,0,0,-0.666639128,1,2,1,0,0,0,0,2,0,0,1,2,0.725816679,514,Yes
0,0,0,0,-0.5851984,1,2,1,0,0,0,0,2,0,0,1,2,0.679286363,992,Yes
0,0,1,0,0.066327419,1,2,1,0,0,0,0,2,2,0,1,2,1.093073816,2787,Yes
1,0,1,1,0.392090329,0,1,0,0,2,2,0,0,2,1,1,1,-0.653474831,1680,No
1,0,0,0,0.636412511,1,2,0,2,0,0,2,0,2,1,1,0,0.205674218,3137,No
1,0,1,0,0.595692147,1,2,1,0,2,2,2,2,2,0,1,2,1.488581502,4313,Yes
0,0,1,1,0.269929238,1,2,1,0,2,2,2,0,0,1,1,2,0.823862702,3010,Yes
0,0,1,1,-0.870240946,1,0,2,1,1,1,1,1,1,2,0,1,-1.457784579,1652,No
1,0,0,0,-1.033122401,1,0,2,1,1,1,1,1,1,0,1,3,-1.489358722,865,No
0,0,0,0,-1.196003856,1,2,2,1,1,1,1,1,1,0,0,3,-1.334811601,6241,No
1,0,0,0,-0.992402038,1,0,0,2,0,2,0,0,2,0,1,2,0.064421473,4773,No
1,0,0,1,-1.277444584,1,0,2,1,1,1,1,1,1,0,1,3,-1.505976692,1483,Yes
1,0,1,1,-0.015113308,1,0,1,2,2,2,0,0,2,1,0,3,0.998351387,2723,No
1,0,1,1,1.125056876,1,0,0,2,2,2,2,0,0,1,1,0,0.036170924,3360,No
0,0,1,0,-0.91096131,1,0,2,1,1,1,1,1,1,0,1,0,-1.489358722,1443,No
0,0,1,0,1.572980877,1,2,2,1,1,1,1,1,1,2,1,0,-1.333149804,1210,No
0,0,1,1,-1.155283493,1,0,2,1,1,1,1,1,1,0,0,3,-1.476064346,5822,Yes
0,1,0,0,-1.277444584,1,0,1,0,0,0,0,0,0,0,1,2,0.14917312,5443,Yes
0,0,1,1,0.432810693,0,1,0,2,2,0,2,2,0,1,1,0,-0.4490738,1769,No
1,0,1,0,1.084336512,1,2,1,0,0,2,0,2,2,1,1,0,1.154560305,4885,Yes
0,0,1,0,-0.381596582,1,0,0,0,0,2,2,0,0,0,0,2,-0.34936598,407,No
0,0,1,0,1.61370124,1,0,2,1,1,1,1,1,1,2,0,0,-1.507638489,893,No
1,0,1,0,-0.422316946,1,0,0,2,0,0,2,0,0,1,1,1,-0.2828941,533,No
0,0,0,0,-1.277444584,0,1,0,0,0,0,0,0,0,0,1,3,-1.316531834,2150,No
1,0,0,0,1.491540149,1,2,2,1,1,1,1,1,1,2,0,0,-1.356414962,1215,No
1,0,0,0,0.717853239,0,1,0,2,0,0,2,0,0,1,1,3,-0.975863449,1270,No
0,1,0,0,-1.277444584,0,1,0,0,0,0,0,0,0,0,1,2,-1.314870037,2151,Yes
1,0,0,0,-1.23672422,1,0,0,0,0,0,0,0,0,0,1,3,-0.656798425,6467,Yes
0,0,1,0,-0.707359492,1,0,1,0,2,0,0,0,0,0,0,0,0.351912354,220,No
1,0,0,0,-0.055833672,1,0,2,1,1,1,1,1,1,2,0,0,-1.474402549,4974,No
1,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.482711534,1609,Yes
1,0,1,0,1.369379058,1,2,1,0,2,2,0,2,2,0,1,1,1.337357975,5596,Yes
0,0,1,1,-1.318164947,0,1,0,2,2,2,2,2,0,2,0,1,-0.289541288,0,No
1,0,0,1,-1.196003856,1,0,0,0,0,0,0,2,0,0,1,1,-0.334409807,1187,Yes
0,0,0,0,-0.992402038,1,0,2,1,1,1,1,1,1,2,0,3,-1.487696925,748,No
1,0,1,1,1.287938331,1,0,0,2,0,2,0,2,2,1,1,1,0.275469692,3966,No
0,0,1,0,-0.177994763,1,0,2,1,1,1,1,1,1,0,0,3,-1.471078955,4662,No
0,0,1,0,1.002895785,1,2,1,0,0,2,0,2,2,1,1,1,1.19610523,4901,No
0,0,1,1,-0.748079855,1,2,1,0,0,2,0,0,2,0,1,2,0.74742004,471,Yes
1,0,0,0,-0.544478037,1,0,2,1,1,1,1,1,1,2,1,3,-1.489358722,3213,No
1,0,1,0,-0.91096131,1,0,1,0,0,0,0,2,0,0,1,2,0.504797678,6233,Yes
0,0,1,0,0.758573602,0,1,0,0,2,0,0,2,2,0,1,2,-0.502251304,2210,No
0,0,1,0,1.410099422,1,2,0,2,2,2,0,0,0,2,0,3,0.029523736,3677,No
1,0,1,1,-0.870240946,1,0,2,1,1,1,1,1,1,0,1,2,-1.472740752,2162,No
1,0,1,1,1.61370124,0,1,0,2,0,2,2,2,2,2,0,0,-0.126685182,3877,No
1,0,1,1,1.369379058,1,0,2,1,1,1,1,1,1,1,1,2,-1.476064346,652,No
0,0,0,0,-0.5851984,1,2,1,0,0,0,2,2,0,0,1,2,0.783979574,1111,Yes
0,0,0,0,-0.951681674,1,0,2,1,1,1,1,1,1,0,1,2,-1.504314895,1311,No
0,0,0,0,-0.951681674,1,2,1,0,0,0,0,0,0,0,1,1,0.346926963,5116,No
1,0,1,0,0.636412511,1,2,1,2,2,2,0,2,2,0,1,0,1.551729788,4445,No
1,0,0,0,-0.91096131,1,0,1,0,0,0,0,0,0,0,0,3,0.179085466,5695,No
0,0,0,0,-0.951681674,1,2,1,0,0,0,0,2,2,0,1,2,0.99668959,6294,Yes
0,1,0,0,-0.788800219,1,2,1,0,0,0,0,2,2,0,1,2,1.006660372,530,Yes
1,0,0,0,-1.155283493,1,2,1,0,2,0,0,0,0,0,0,2,0.454943768,2864,Yes
1,0,0,0,-1.155283493,1,0,1,0,0,0,0,0,0,0,1,2,0.180747263,2012,Yes
0,0,1,0,1.61370124,1,2,0,2,2,2,2,2,2,2,0,0,0.905290755,5198,No
0,0,1,1,0.758573602,1,0,0,2,2,2,2,2,2,2,0,1,0.689257145,3760,No
1,0,1,0,1.084336512,0,1,0,0,2,0,0,0,2,0,1,0,-0.788080388,2103,Yes
1,0,1,0,-0.91096131,1,2,1,0,0,0,0,2,0,0,1,2,0.692580739,6079,Yes
1,1,1,0,1.16577724,1,2,1,0,2,0,0,0,0,0,1,2,0.577916746,4157,No
1,0,0,0,0.880734693,1,0,1,2,0,2,2,0,0,1,0,2,0.652697611,3803,No
0,0,0,0,0.025607055,1,2,0,2,2,0,0,0,0,0,1,3,-0.128346979,1668,No
0,0,0,0,-0.218715127,1,0,2,1,1,1,1,1,1,2,1,0,-1.47938794,4479,No
0,1,0,0,-1.277444584,1,0,1,0,0,0,0,2,0,0,1,2,0.479870723,5964,Yes
1,0,0,0,-0.381596582,1,0,1,0,2,0,0,2,2,0,0,3,1.014969357,1812,No
1,0,0,1,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.492682316,1491,No
1,0,1,1,0.51425142,1,0,0,2,2,2,2,2,2,2,1,3,0.651035814,3301,No
0,0,1,1,0.269929238,1,0,2,1,1,1,1,1,1,2,1,0,-1.492682316,6223,No
1,0,0,0,-1.114563129,1,0,0,0,0,2,0,2,2,1,1,3,0.174100075,3002,Yes
1,0,1,1,1.61370124,1,2,0,2,2,2,2,2,0,2,0,0,0.582902137,4794,No
0,0,1,1,1.043616148,1,2,0,0,2,0,0,2,0,0,1,0,0.067745067,3394,No
0,0,0,0,1.532260513,0,1,0,2,2,2,2,0,0,2,1,0,-0.670092801,2656,No
1,0,1,1,1.16577724,1,0,1,0,2,0,2,2,2,1,1,0,1.119662568,5015,No
1,0,0,0,-1.23672422,1,0,1,0,0,0,0,0,0,0,0,3,0.197365233,527,No
0,0,1,1,0.554971784,1,2,2,1,1,1,1,1,1,1,0,3,-1.323179022,310,No
0,0,0,0,-1.277444584,1,2,0,0,0,0,0,0,0,0,1,0,-0.492280522,4148,Yes
0,0,1,0,-0.422316946,1,0,1,0,0,0,0,0,0,0,1,2,0.14917312,994,Yes
0,0,0,0,0.636412511,1,0,1,2,0,2,2,2,2,2,1,1,1.254268125,4156,No
1,0,0,0,1.287938331,1,2,0,0,2,2,2,2,2,2,0,1,0.724154882,4665,No
1,0,1,1,1.61370124,1,2,2,1,1,1,1,1,1,2,0,0,-1.344782383,1120,No
0,0,1,1,-0.829520583,1,0,0,0,0,2,0,2,0,0,1,1,-0.213098626,5728,No
0,1,1,0,0.066327419,1,2,1,0,2,2,0,0,2,0,1,2,0.98007162,2799,Yes
0,0,1,1,1.61370124,1,0,0,2,2,2,0,0,2,2,0,1,0.13255515,4127,No
1,0,1,0,-0.1372744,1,2,1,0,2,2,0,0,0,0,1,2,0.699227927,2093,No
1,0,1,1,0.025607055,1,0,2,1,1,1,1,1,1,1,0,1,-1.484373331,5045,No
0,0,0,0,-1.277444584,1,0,2,1,1,1,1,1,1,0,0,3,-1.476064346,1613,No
0,0,1,1,1.206497603,1,2,1,0,2,2,2,2,2,1,1,2,1.530126427,5401,No
1,0,1,0,0.351369965,1,2,0,0,0,2,0,2,2,1,1,2,0.273807895,2599,Yes
0,0,0,0,1.287938331,1,2,1,0,0,2,0,2,2,1,1,1,1.172840072,5070,Yes
0,0,0,0,-1.155283493,1,0,1,0,0,2,0,0,2,0,1,1,0.601181904,2773,No
0,0,0,0,-0.340876218,1,2,1,2,0,0,2,0,0,0,1,2,0.651035814,1539,No
0,0,1,1,-0.748079855,1,0,2,1,1,1,1,1,1,1,0,3,-1.502653098,2543,No
1,0,0,1,-1.196003856,1,0,2,1,1,1,1,1,1,0,0,3,-1.489358722,4782,No
0,1,0,0,-1.155283493,1,0,1,0,2,2,0,2,2,0,1,1,1.164531087,3759,Yes
0,0,0,1,-0.5851984,0,1,0,0,0,0,0,0,2,0,1,2,-0.989157825,4591,Yes
1,0,0,0,-0.992402038,1,0,0,0,0,0,0,2,2,0,1,2,0.0494653,4534,No
0,0,0,0,0.107047783,1,2,2,1,1,1,1,1,1,2,0,0,-1.378018323,6001,No
0,0,0,0,-1.277444584,1,2,1,0,0,0,0,0,0,0,0,2,0.373515715,5820,Yes
1,0,0,1,1.369379058,1,2,2,1,1,1,1,1,1,2,1,1,-1.311546443,1161,No
1,0,0,1,-0.992402038,0,1,0,2,0,0,2,0,2,2,1,3,-0.671754598,2969,No
0,0,1,0,1.572980877,1,2,1,2,0,2,0,2,2,1,1,1,1.307445629,5735,No
0,0,1,1,0.432810693,1,2,1,0,0,2,0,0,2,0,1,0,0.923570522,3451,No
0,1,0,0,-1.23672422,1,2,1,0,0,0,0,2,2,0,1,2,0.966777244,1198,Yes
1,1,0,0,-0.1372744,1,0,1,0,2,2,0,2,2,0,1,0,1.219370388,2546,No
0,0,1,0,-0.707359492,1,0,1,0,0,2,0,2,0,0,1,2,0.649374017,565,Yes
1,0,1,1,1.328658694,1,2,1,2,2,2,2,0,0,2,0,1,0.990042402,4965,No
1,0,0,0,0.107047783,1,2,1,0,0,2,2,2,0,0,0,2,1.021616545,2961,No
1,0,0,0,1.287938331,1,0,1,2,2,0,0,2,2,1,1,1,1.181149057,5271,No
0,0,1,1,1.043616148,0,1,0,0,0,2,2,2,2,2,1,1,-0.307821055,2749,No
0,1,0,0,-0.5851984,1,0,0,0,2,0,0,0,0,0,1,1,-0.495604116,6254,No
1,0,1,1,1.410099422,1,2,1,0,2,0,0,0,2,0,1,0,0.823862702,5138,No
1,0,1,1,1.247217967,1,0,2,1,1,1,1,1,1,2,1,3,-1.515947474,329,No
0,0,1,0,1.125056876,1,2,1,0,2,0,0,2,2,0,1,2,1.164531087,4902,No
1,1,0,0,-0.951681674,1,2,1,0,0,0,0,0,2,0,1,1,0.652697611,5677,Yes
0,0,1,1,1.532260513,1,2,1,2,2,2,2,2,2,2,1,1,1.604907292,5944,No
1,0,1,0,-0.707359492,1,2,1,0,0,2,0,2,2,0,1,2,1.207737809,913,Yes
0,0,0,1,0.636412511,1,0,2,1,1,1,1,1,1,1,0,3,-1.489358722,6409,No
1,0,1,0,-0.829520583,1,0,0,0,0,2,2,2,2,0,1,2,0.312029226,5732,No
1,1,1,0,1.572980877,1,2,1,2,2,2,2,0,0,1,1,2,0.905290755,5253,No
1,1,0,0,0.473531056,1,0,1,0,0,2,0,0,0,0,0,2,0.302058444,2714,No
1,0,0,0,-1.277444584,1,2,0,0,0,0,0,0,0,0,1,2,-0.475662552,4228,Yes
1,0,1,1,0.51425142,1,2,2,1,1,1,1,1,1,2,0,3,-1.339796992,172,No
0,0,0,0,-0.381596582,1,2,2,1,1,1,1,1,1,1,0,1,-1.328164413,5018,No
0,0,1,0,0.432810693,1,2,0,0,0,0,2,2,0,1,1,0,0.002934984,2512,No
1,0,0,0,0.107047783,1,0,2,1,1,1,1,1,1,0,0,0,-1.46276997,5710,No
1,0,1,0,-0.951681674,1,0,0,2,2,0,2,2,0,0,1,3,0.139202338,4866,No
1,0,0,0,-0.829520583,1,2,1,0,0,0,2,2,2,0,1,3,1.169516478,260,Yes
0,1,1,0,1.328658694,1,2,1,2,2,2,0,2,2,0,1,1,1.483596111,5632,No
0,0,0,0,-1.23672422,1,2,1,0,0,2,0,2,0,0,1,2,0.885349191,1530,Yes
1,0,0,0,-0.218715127,1,2,0,0,0,0,0,0,0,0,0,3,-0.523854665,532,No
0,0,0,0,0.310649601,1,0,0,0,0,2,0,0,0,1,1,3,-0.48230974,1657,No
0,1,0,0,-1.114563129,1,0,1,0,0,2,0,0,0,0,1,1,0.358559542,3024,Yes
1,0,1,1,-0.992402038,1,0,2,1,1,1,1,1,1,1,0,1,-1.491020519,958,No
0,1,1,0,1.043616148,1,2,1,0,2,0,0,2,2,1,1,0,1.098059207,4532,No
0,0,1,1,0.799293966,1,0,1,2,0,2,0,2,2,1,0,2,1.181149057,4395,No
1,0,1,0,-1.196003856,1,0,0,0,0,2,2,0,0,0,1,3,-0.297850273,973,No
1,0,0,1,0.351369965,1,0,1,2,2,2,2,2,2,2,1,2,1.541759006,3833,No
1,0,0,0,-0.503757673,1,2,1,0,0,0,2,2,2,0,1,3,1.122986162,1665,No
1,0,0,1,-1.277444584,1,2,0,0,0,0,0,0,0,0,1,2,-0.488956928,4224,No
1,0,0,1,-1.155283493,1,2,1,0,0,0,2,0,0,0,0,1,0.533048227,2881,Yes
1,0,0,0,-0.381596582,1,0,2,1,1,1,1,1,1,0,0,2,-1.459446376,3999,No
0,1,0,0,-1.073842765,1,0,2,1,1,1,1,1,1,0,0,0,-1.504314895,117,No
1,0,1,1,-0.992402038,1,0,2,1,1,1,1,1,1,0,1,3,-1.509300286,939,No
1,0,0,0,-0.5851984,1,2,0,2,0,2,0,2,0,0,0,3,0.157482105,368,No
1,1,0,0,0.799293966,0,1,0,2,0,0,0,2,2,0,1,1,-0.530501853,2213,No
